codequipo,solicitante,ubicacion,municipio,provincia,lat,lon,tipoInstalacion
2992,"EL GYM IBERIA, S.L.U.",Gimnasio Viva Gym,VIGO,PONTEVEDRA,42.2343,-8.7185,En empresa privada
2993,"GRI TOWERS GALICIA, S.L.",Gri Towers Galicia - planta baja zona de oficinas,"CARBALLIÑO, O",OURENSE,42.4374,-8.0488,En empresa privada
2994,"GRI TOWERS GALICIA, S.L.",Gri Towers Galicia - planta baja zona de recepción,"CARBALLIÑO, O",OURENSE,42.4402,-8.0544,En empresa privada
2995,Deputación de Pontevedra,Deputación Provincial de Pontevedra -Pazo Provincial (Control de Vixilancia),PONTEVEDRA,PONTEVEDRA,42.4302,-8.6480,Administraciones o instituciones públicas
2996,Cooperativa Enseñanza Santiago Apostol,Colegio Santiago Apostol (frente conserjería),SOUTOMAIOR,PONTEVEDRA,42.3371,-8.5861,En centros docentes
2997,"Cementos Cosmos, S.A.","Cementos Cosmos, S.A.",SARRIA,LUGO,42.7166,-7.4502,En empresa privada
3002,Club del Mar de San Amaro,Club del Mar de San Amaro,"CORUÑA, A",A CORUÑA,43.3814,-8.3975,Otros
3003,Concello de Tui,Campo Municipal de Fútbol A Gándara,TUI,PONTEVEDRA,42.0793,-8.6273,En instalaciones deportivas
3014,"AMBULANCIAS DO ATLÁNTICO, SLU",Ambulancias Atlántico (almacén sanitario),MOS,PONTEVEDRA,42.2102,-8.6472,Otros
3015,Sociedad Cooperativa La Medoña,Sociedad Cooperativa La Medoña (junto a secretaría),NIGRAN,PONTEVEDRA,42.1663,-8.7966,Otros
3016,Concello A Baña,Escola de Música (1ª planta),"BAÑA, A",A CORUÑA,42.9613,-8.7592,En centros docentes
3017,"Qualianza Servicios Integrales de Distribución, S.L.","Qualianza Servicios Integrales de Distribución, S.L.",VIGO,PONTEVEDRA,42.1977,-8.7728,En empresa privada
3018,Comandancia Guardia Civil Lugo,Comandancia GUARDIA CIVIL (hall principal),LUGO,LUGO,43.0066,-7.5538,Otros
3020,IES Fraga do Eume,IES Fraga do Eume (frente a la puerta de entrada),PONTEDEUME,A CORUÑA,43.4068,-8.1680,En centros docentes
3021,Liceo Marítimo de Bouzas,Liceo Marítimo de Bouzas,VIGO,PONTEVEDRA,42.2269,-8.7518,Otros
3023,"Pescapuerta, S.A.","Pescapuerta, S.A.",VIGO,PONTEVEDRA,42.2379,-8.7112,En empresa privada
3024,"FFC Medio Ambiente, S.A.U.","FCC Medio Ambiente, S.A.U.",VIGO,PONTEVEDRA,42.1952,-8.7665,En empresa privada
3027,"Qualianza Servicios Integrales de Distribución, S.L.","Qualianza Servicios Integrales de Distribución, S.L. (acceso almacén)",BERGONDO,A CORUÑA,43.3129,-8.2768,En empresa privada
3028,Construcciones Navales P. Freire,"Construcciones Navales P. Freire, S.A. (entrada principal)",VIGO,PONTEVEDRA,42.2246,-8.7490,En empresa privada
3029,"Repsol Butano, S.A.",Factoría de Bens (sala de control),"CORUÑA, A",A CORUÑA,43.3580,-8.4510,En empresa privada
3030,BODEGAS TERRAS GAUDA,INSTALACIONES BODEGAS TERRAS GAUDA,"ROSAL, O",PONTEVEDRA,41.9377,-8.7919,En empresa privada
3031,Construcciones Navales P. Freire,"Astilleros y Varaderos San Gregorio, S.L. (junto a la portería)",VIGO,PONTEVEDRA,42.2261,-8.7432,En empresa privada
3032,"Cordis Integralis Service, S.L.",Comunidad de Vecinos (zona común),OLEIROS,A CORUÑA,43.3436,-8.3452,Otros
3033,Club de tenis Codesal,Club de Tenis Codesal (en el gimnasio),"GUARDA, A",PONTEVEDRA,41.8849,-8.8555,En instalaciones deportivas
3034,Federación Galega de Pelota,Frontón Municipal cidade deportiva A Torre (despacho),"CORUÑA, A",A CORUÑA,43.3832,-8.4010,En instalaciones deportivas
3035,Colegio Padre Míguez (Calasancias),Colexio Padre Míguez-Calasancias (vestíbulo),VIGO,PONTEVEDRA,42.2249,-8.7025,En centros docentes
3036,CPR Plurilingüe Esclavas del S.C. de Jesús,CPR Plurilingüe Esclavas del S.C. de Jesús (entrada principal),"CORUÑA, A",A CORUÑA,43.3702,-8.4178,En centros docentes
3037,"Plásticos de Carballo, S.A.",Placasa,CARBALLO,A CORUÑA,43.2393,-8.6857,En empresa privada
3038,Cruz Roja Española,Cruz Roja Vimianzo,VIMIANZO,A CORUÑA,43.1114,-9.0286,Cruz roja (no amb.)
3039,Cruz Roja Española,Cruz Roja Betanzos,BETANZOS,A CORUÑA,43.2797,-8.2114,Cruz roja (no amb.)
3040,Cruz Roja Española,Cruz Roja Cedeira (Salvamento Marítimo),CEDEIRA,A CORUÑA,43.6580,-8.0635,Cruz roja (no amb.)
3041,Cruz Roja Española,Cruz Roja Boiro,BOIRO,A CORUÑA,42.6469,-8.8851,Cruz roja (no amb.)
3042,"Aena SME, S.A.",Aeroporto de Santiago (AENA) Zona de Embarque,SANTIAGO,A CORUÑA,42.8919,-8.4195,En aeropuertos o estaciones
3043,"Aena SME, S.A.",Aeroporto de Santiago (AENA) Sala de Llegadas (acceso por vial de llegadas P0),SANTIAGO,A CORUÑA,42.8918,-8.4214,En aeropuertos o estaciones
3047,"Aena SME, S.A.",Aeroporto de Vigo (AENA) Sala de salidas (planta baja E - frente a Rent a car),VIGO,PONTEVEDRA,42.2244,-8.6341,En aeropuertos o estaciones
3048,"Aena SME, S.A.",Aeroporto de Vigo (AENA) junto a puerta embarque nº 3 - 1ª planta,VIGO,PONTEVEDRA,42.2232,-8.6341,En aeropuertos o estaciones
3051,María Teresa Saavedra Dieste,Cafetería Barbantia,BOIRO,A CORUÑA,42.6465,-8.8831,En empresa privada
3057,"Plastic Omnium Auto Inergy Spain, S.A.",Plastic Omnium Auto Inergy Spain (pasillo peatonal nave de producción),"PORRIÑO, O",PONTEVEDRA,42.1047,-8.6184,En empresa privada
3058,Asociación Galega de Aridos,Arigal,AMES,A CORUÑA,42.8478,-8.5790,En empresa privada
3059,Asociación Galega de Aridos,"Aridos Chan de Salgosa, S.L.","NEVES, AS",PONTEVEDRA,42.0889,-8.4544,En empresa privada
3060,Asociación Galega de Aridos,Cantera Canarga,CARRAL,A CORUÑA,43.2210,-8.3840,En empresa privada
3061,Asociación Galega de Aridos,"CRC Obras y Servicios, S.L.",VILA DE CRUCES,PONTEVEDRA,42.8517,-8.1904,En empresa privada
3062,Asociación Galega de Aridos,"Pasek Minerales, S.A. - Mina David",CARIÑO,A CORUÑA,43.6985,-7.9274,En empresa privada
3063,Asociación Galega de Aridos,"Prebetong Áridos, S.L.U. (Cantera Couso)",PONTEAREAS,PONTEVEDRA,42.1644,-8.5793,En empresa privada
3064,Asociación Galega de Aridos,"Prebetong Áridos, S.L.U. (Cantera Bertita)",LUGO,LUGO,43.0031,-7.4774,En empresa privada
3065,Asociación Galega de Aridos,"Hormigones y Áridos La Barca, S.A. (canterade Lantañón)",MEIS,PONTEVEDRA,42.5551,-8.6979,En empresa privada
3066,Asociación Galega de Aridos,Explotaciones Gallegas (San Rafael),"PINO, O",A CORUÑA,42.8811,-8.3161,En empresa privada
3067,Asociación Galega de Aridos,"Francisco Gómez y Cia, S.L (Arribeltz)",MELIDE,A CORUÑA,42.9032,-8.0016,En empresa privada
3068,Asociación Galega de Aridos,"Canteras de Richinol, S.L.",MELIDE,A CORUÑA,42.8920,-8.0159,En empresa privada
3069,Asociación Galega de Aridos,"Canteras del Arenal, S.L.",LALIN,PONTEVEDRA,42.7424,-8.1468,En empresa privada
3070,Asociación Galega de Aridos,"Canteras de Muro, S.L.",LANCARA,LUGO,42.8527,-7.4201,En empresa privada
3071,Asociación Galega de Aridos,"Lista Granit, S.A.",ARTEIXO,A CORUÑA,43.3120,-8.4750,En empresa privada
3072,Asociación Galega de Aridos,EXCANSA,POL,LUGO,43.1359,-7.3845,En empresa privada
3073,Asociación Galega de Aridos,EXCANSA,BARALLA,LUGO,42.9168,-7.2850,En empresa privada
3074,Asociación Galega de Aridos,"Grupo Bascuas 2008, S.L.",LUGO,LUGO,43.0145,-7.4433,En empresa privada
3075,Asociación Galega de Aridos,"Graveras Castro, S.L. (Arenera Castro)",SANDIAS,OURENSE,42.0821,-7.7637,En empresa privada
3076,Asociación Galega de Aridos,"Canteira do Penedo, S.A.",BARALLA,LUGO,42.8813,-7.2657,En empresa privada
3077,Asociación Galega de Aridos,"Construcciones Crespo Barros, S.L. (Elsa 6700/ Cal de Sandia 2)",ARTEIXO,A CORUÑA,43.3369,-8.4479,En empresa privada
3078,Asociación Galega de Aridos,"Granitos Montepedroso, S.L.",RODEIRO,PONTEVEDRA,42.6927,-8.0040,En empresa privada
3079,Asociación Galega de Aridos,"Canteira da Mina, S.L. (Costa do Cuzo)",SANTA COMBA,A CORUÑA,43.0931,-8.8160,En empresa privada
3080,Asociación Galega de Aridos,"Canteras Isidro Otero, S.L. (Cantera Valiño)",LOURENZA,LUGO,43.4756,-7.3124,En empresa privada
3081,Asociación Galega de Aridos,"General de Hormigones, S.A. (Cantera Silleda)",SILLEDA,PONTEVEDRA,42.7165,-8.2128,En empresa privada
3082,Asociación Galega de Aridos,MIBASA (Monte Fabeira),SILLEDA,PONTEVEDRA,42.7700,-8.2908,En empresa privada
3083,Asociación Galega de Aridos,Proyectos Zenale (Lamas de Rapadoiro),SAN SADURNIÑO,A CORUÑA,43.5563,-8.0419,En empresa privada
3084,Asociación Galega de Aridos,"Cementos Secil, S.L.U. (Cantera de Berducido)",PONTEVEDRA,PONTEVEDRA,42.4958,-8.6270,En empresa privada
3085,Asociación Galega de Aridos,"Aridos Miramontes, S.A. (Cantera de Miramontes)",SANTIAGO,A CORUÑA,42.9447,-8.5729,En empresa privada
3086,Asociación Galega de Aridos,"Explot y Canteras de Moucho, S.A.U. (Granitos del Noroeste-6)",ARTEIXO,A CORUÑA,43.3266,-8.4594,En empresa privada
3087,Asociación Galega de Aridos,"Nemesio Ordoñez, S.A. (Cantera LOLA nº 153)",BOIRO,A CORUÑA,42.7169,-8.8984,En empresa privada
3088,Asociación Galega de Aridos,"Aridos de Reboira, S.A.",ORDES,A CORUÑA,43.1377,-8.3770,En empresa privada
3089,Asociación Galega de Aridos,Canteras Ferrolanas (Pico D'Ouro nº 6646.1),FERROL,A CORUÑA,43.5163,-8.2495,En empresa privada
3090,Asociación Galega de Aridos,"Myhnor Morteros y Hormigones del Noroeste, S.L.",ARANGA,A CORUÑA,43.2086,-8.0500,En empresa privada
3091,Asociación Galega de Aridos,"Myhnor Morteros y Hormigones del Noroeste, S.L.",SAN CIBRAO DAS VIÑAS,OURENSE,42.2798,-7.8264,En empresa privada
3092,Asociación Galega de Aridos,"Construcciones López Cao, S.L. (Cantera Olveiro)",MALPICA DE BERGANTIÑOS,A CORUÑA,43.2549,-8.7535,En empresa privada
3093,Asociación Galega de Aridos,Granitos de Xallas (Pedreiras),SANTA COMBA,A CORUÑA,43.0514,-8.7636,En empresa privada
3094,Asociación Galega de Aridos,Aridos del Umia (Umia),MEIS,PONTEVEDRA,42.5460,-8.6997,En empresa privada
3095,Asociación Galega de Aridos,"Arias Infraestructuras, S.A. (Trambasaguas)",ARTEIXO,A CORUÑA,43.2754,-8.5792,En empresa privada
3096,SNOP ESTAMPACIÓN S.A.,SNOP ESTAMPACIÓN,NIGRAN,PONTEVEDRA,42.1370,-8.7912,En empresa privada
3097,MAXELGA SL,Maxelga Delikia (entrada principal),GONDOMAR,PONTEVEDRA,42.1612,-8.7251,En empresa privada
3098,XUNTA DE GALICIA,Edificio Administrativo Lugo Xunta (acceso edificio),LUGO,LUGO,43.0086,-7.5593,Administraciones o instituciones públicas
3100,Concello de Boiro,Pavillón Polideportivo - Piscina Municipal de Boiro (na entrada principal),BOIRO,A CORUÑA,42.6447,-8.8861,En instalaciones deportivas
3101,Concello de Boiro,Casa Consistorial do Concello de Boiro (planta baixa-xunto a entrada principal),BOIRO,A CORUÑA,42.6469,-8.8850,Administraciones o instituciones públicas
3102,Concello de Boiro,Centro Social de Boiro (planta baja - cerca de la puerta principal),BOIRO,A CORUÑA,42.6469,-8.8850,Administraciones o instituciones públicas
3103,"Hotel de Matogrande, S.L.",Hotel Attica 21 Coruña (frente á Recepción),"CORUÑA, A",A CORUÑA,43.3400,-8.4041,Otros
3104,CPI Castro Baxoi,CPI Castro Baxoi (vestíbulo zona Administración),MIÑO,A CORUÑA,43.3513,-8.2069,En centros docentes
3105,Concello de Boiro,Pavillón Municipal de Barraña (entrada principal),BOIRO,A CORUÑA,42.6395,-8.8800,En instalaciones deportivas
3106,Consorcio Turismo e Congresos da Coruña,Centro de Interpretación - Oficina de Turismo,"CORUÑA, A",A CORUÑA,43.3838,-8.4022,Otros
3107,Consorcio Turismo e Congresos da Coruña,Torre de Hércules,"CORUÑA, A",A CORUÑA,43.3860,-8.4064,Otros
3109,"Bakery & Coffee Tito, S.L.","Bakery & Coffee Tito, S.L.",OURENSE,OURENSE,42.3468,-7.8545,En empresa privada
3111,"Empresa Municipal Aguas de La Coruña, S.A. (EMALCSA)",ETAP A Telva,CAMBRE,A CORUÑA,43.2977,-8.3600,En empresa privada
3112,"Empresa Municipal Aguas de La Coruña, S.A. (EMALCSA)",Edificio Casa del Agua,"CORUÑA, A",A CORUÑA,43.3688,-8.4196,En empresa privada
3113,Concello de Abegondo,Pabellón Municipal de San Marcos (en la pista central),ABEGONDO,A CORUÑA,43.2281,-8.2883,En instalaciones deportivas
3114,Concello de Abegondo,"Pabellón Campo de Fútbol de San Tirso ""O Monte"" (delante vestuarios entrenamiento)",ABEGONDO,A CORUÑA,43.1739,-8.3069,En instalaciones deportivas
3115,Concello de Abegondo,"Campo de Fútbol de Vizoño ""El Pinar""",ABEGONDO,A CORUÑA,43.1739,-8.3062,En instalaciones deportivas
3116,"Tecnologías y Servicios Agrarios, S.A. SME (Tragsatec)",Piscina Municipal de Monforte,MONFORTE,LUGO,42.5132,-7.5237,En piscina pública
3117,CIFP Paseo das Pontes,CIFP Paseo das Pontes,"CORUÑA, A",A CORUÑA,43.3625,-8.4160,En centros docentes
3118,Escuela Oficial Náutico Pesqueira de Ferrol,Escuela Oficial Náutico Pesquera de Ferrol,FERROL,A CORUÑA,43.4991,-8.2447,En centros docentes
3119,Protección Civil Ferrol,Playa de San Jorge (caseta de socorrismo),FERROL,A CORUÑA,43.5233,-8.3107,Protección civil (no amb.)
3120,Protección Civil Ferrol,Playa de Penencia (caseta de socorrismo),FERROL,A CORUÑA,43.4874,-8.3215,Protección civil (no amb.)
3121,Protección Civil Ferrol,Playa de Covas (caseta de socorrismo),FERROL,A CORUÑA,43.5397,-8.2976,Protección civil (no amb.)
3122,Protección Civil Ferrol,Playa de Esmelle (caseta de socorrismo),FERROL,A CORUÑA,43.5391,-8.2962,Protección civil (no amb.)
3123,Protección Civil Ferrol,Playa de Caranza (caseta de socorrismo),FERROL,A CORUÑA,43.4777,-8.2006,Protección civil (no amb.)
3124,Protección Civil Ferrol,Playa de Doniños (caseta de socorrismo),FERROL,A CORUÑA,43.5032,-8.3179,Protección civil (no amb.)
3125,Protección Civil Ferrol,Playa de Santa Comba (caseta de socorrismo),FERROL,A CORUÑA,43.5577,-8.2830,Protección civil (no amb.)
3126,Protección Civil Ferrol,Playa de Ponzos (caseta de socorrismo),FERROL,A CORUÑA,43.5548,-8.2742,Protección civil (no amb.)
3127,IES Lagoa de Antela,IES Lagoa de Antela (recibidor entrada principal),XINZO DE LIMIA,OURENSE,42.0760,-7.7334,En centros docentes
3128,CAPD de Redondela,CAPD de Redondela,REDONDELA,PONTEVEDRA,42.2554,-8.6652,Otros
3129,CONCELLO DA POBRA DO CARAMIÑAL,Polideportivo Municipal da Tomada (entrada principal),POBRA DO CARAMIÑAL,A CORUÑA,42.6020,-8.9593,En instalaciones deportivas
3130,CONCELLO DA POBRA DO CARAMIÑAL,Instalación deportiva usos náuticos (corredor vestiarios),POBRA DO CARAMIÑAL,A CORUÑA,42.6088,-8.9360,En instalaciones deportivas
3131,CONCELLO DA POBRA DO CARAMIÑAL,Praza de Abastos (corredor xunto cuarto da limpeza),POBRA DO CARAMIÑAL,A CORUÑA,42.6033,-8.9373,Otros
3132,CONCELLO DA POBRA DO CARAMIÑAL,Polideportivo de Venecia (entrada principal),POBRA DO CARAMIÑAL,A CORUÑA,42.5998,-8.9383,En instalaciones deportivas
3133,CONCELLO DA POBRA DO CARAMIÑAL,Campo Municipal de fútbol de Cadreche (corredor acceso vestiarios),POBRA DO CARAMIÑAL,A CORUÑA,42.6259,-8.9269,En instalaciones deportivas
3134,CONCELLO DA POBRA DO CARAMIÑAL,Estadio Municipal da Alta (corredor acceso vestiarios),POBRA DO CARAMIÑAL,A CORUÑA,42.5875,-8.9240,En instalaciones deportivas
3135,CONCELLO DA POBRA DO CARAMIÑAL,"Concello da Pobra do Caramiñal (entrada principal, fronte a ""Servizos Xerais"")",POBRA DO CARAMIÑAL,A CORUÑA,42.6032,-8.9390,En instalaciones deportivas
3137,"Baciero Soto & Vch, S.L.U.",Clínica Ribadeo Dental,RIBADEO,LUGO,43.5340,-7.0418,En empresa privada
3138,Federación Down Galicia,Asociación Síndrome de Down Teima,FERROL,A CORUÑA,43.4840,-8.2218,Otros
3139,Federación Down Galicia,"Down Pontevedra ""Xuntos"" (na sala de espera-planta baixa)",PONTEVEDRA,PONTEVEDRA,42.4244,-8.6369,Otros
3140,Federación Down Galicia,Down Compostela,SANTIAGO,A CORUÑA,42.8671,-8.5561,Otros
3141,Federación Down Galicia,Down Lugo,LUGO,LUGO,43.0145,-7.5526,Otros
3142,Centro Integrado Formación Profesional A Granxa,CIFP A Granxa (puerta entrada residencia femenina),PONTEAREAS,PONTEVEDRA,42.1808,-8.5201,En centros docentes
3143,Congregación Hermanas Franciscanas Hospitalarias,Residencia Paz y Bien,TUI,PONTEVEDRA,42.0486,-8.6493,Otros
3144,Federación Down Galicia,Federación Down Ourense,OURENSE,OURENSE,42.3456,-7.8597,Otros
3146,"Instituto de Educación Secundaria ""Lauro Olmo""",IES Lauro Olmo,"BARCO DE VALDEORRAS, O",OURENSE,42.4158,-6.9954,En centros docentes
3147,"Asociación de Dano Cerebral de Compostela ""Sarela""","Asociación de Dano Cerebral de Compostela ""Sarela"" (planta alta)",SANTIAGO,A CORUÑA,42.8610,-8.5438,Otros
3148,"Asociación de Dano Cerebral de Compostela ""Sarela""","Asociación de Dano Cerebral de Compostela ""Sarela"" (planta baja)",SANTIAGO,A CORUÑA,42.8610,-8.5438,Otros
3149,"Gdes Wind, S.L.","GDES Wind, S.L. (planta baja)",CULLEREDO,A CORUÑA,43.2986,-8.3658,En empresa privada
3150,"Gdes Wind, S.L.","GDES Wind, S.L. (zona de oficinas)","PONTES, AS",A CORUÑA,43.4203,-7.8544,En empresa privada
3151,"Asociación de Dano Cerebral de Compostela ""Sarela""","Asociación de Dano Cerebral de Compostela ""Sarela"" (sótano)",SANTIAGO,A CORUÑA,42.8610,-8.5438,Otros
3152,"Asociación de Dano Cerebral de Compostela ""Sarela""","Asociación de Dano Cerebral de Compostela ""Sarela"" (furgoneta adaptada)",SANTIAGO,A CORUÑA,42.8610,-8.5438,Otros
3153,"Instituto de Cardioprotección, S.L.",Delegación Agencia Tributaria A Coruña (vestíbulo principal-junto ascensores),"CORUÑA, A",A CORUÑA,43.3694,-8.4061,Administraciones o instituciones públicas
3154,"Instituto de Cardioprotección, S.L.",Delegación Agencia Tributaria Lugo (vestíbulo principal-junto escaleras),LUGO,LUGO,43.0105,-7.5558,Administraciones o instituciones públicas
3155,"Instituto de Cardioprotección, S.L.",Aduana de Vigo (vestíbulo principal-junto al control de seguridad),VIGO,PONTEVEDRA,42.2398,-8.7204,Administraciones o instituciones públicas
3156,"Instituto de Cardioprotección, S.L.",Axencia Tributaria de Ourense (vestíbulo principal-junto al control de seguridad),OURENSE,OURENSE,42.3391,-7.8632,Administraciones o instituciones públicas
3157,"Instituto de Cardioprotección, S.L.",Axencia Tributaria de Santiago (vestíbulo principal-junto al control de seguridad),SANTIAGO,A CORUÑA,42.8954,-8.5321,Administraciones o instituciones públicas
3158,"Instituto de Cardioprotección, S.L.",Axencia Tributaria de Ferrol (vestíbulo principal-junto ascensores),FERROL,A CORUÑA,43.4859,-8.2173,Administraciones o instituciones públicas
3159,"Instituto de Cardioprotección, S.L.",Axencia Tributaria de Vilagarcía de Arousa (vestíbulo principal),VILAGARCIA DE AROUSA,PONTEVEDRA,42.5973,-8.7677,Administraciones o instituciones públicas
3160,"Instituto de Cardioprotección, S.L.",Axencia Tributaria de Vigo (vestíbulo principal),VIGO,PONTEVEDRA,42.2217,-8.7342,Administraciones o instituciones públicas
3161,"Instituto de Cardioprotección, S.L.",Aduana da Coruña (vestíbulo principal),"CORUÑA, A",A CORUÑA,43.3657,-8.4032,Administraciones o instituciones públicas
3162,"Instituto de Cardioprotección, S.L.",Axencia Tributaria de Pontevedra (vestíbulo principal),PONTEVEDRA,PONTEVEDRA,42.4255,-8.6464,Administraciones o instituciones públicas
3163,Asociación de Dano Cerebral Adquirido Sobrevido ADACE Lugo,ADACE Lugo (Asoc. de Dano Cerebral Adquirido Sobrevido),LUGO,LUGO,43.0161,-7.5504,Otros
3166,Concello de Touro,Campo de Fútbol Municipal de Touro,TOURO,A CORUÑA,42.8648,-8.3325,En instalaciones deportivas
3167,"Locatel Fleets Solutions, S.L.","Locatel Fleets Solutions, S.L.",MOS,PONTEVEDRA,42.2131,-8.6466,En empresa privada
3168,Conservatorio Profesional de Música de Coruña,Conservatorio Profesional de Música da Coruña (junto a la Sala de Percusión),"CORUÑA, A",A CORUÑA,43.3708,-8.4222,En centros docentes
3169,Federación Down Galicia,Federación Down Vigo,VIGO,PONTEVEDRA,42.2275,-8.7001,Otros
3170,AGASP (ACADEMIA GALEGA DE SEGURIDADE PÚBLICA),Academia Galega de Seguridade Pública (entrada principal),"ESTRADA, A",PONTEVEDRA,42.6918,-8.5091,Administraciones o instituciones públicas
3171,Deputación Provincial de Ourense,Escola de Danza,OURENSE,OURENSE,42.3468,-7.8588,En centros docentes
3172,Deputación Provincial de Ourense,Escola de Artes e Oficios,OURENSE,OURENSE,42.3354,-7.8642,En centros docentes
3173,Deputación Provincial de Ourense,Pazo de Vilamarín,VILAMARIN,OURENSE,42.4512,-7.9005,Otros
3175,Concello de TOMIÑO,Campo de fútbol do Alivio (acceso vestiarios),TOMIÑO,PONTEVEDRA,41.9857,-8.7435,En instalaciones deportivas
3176,Concello de Santiago,UMAD Santiago (planta baixa - xunto a recepción),SANTIAGO,A CORUÑA,42.8971,-8.5303,Administraciones o instituciones públicas
3177,Concello de Santiago,Oficina Municipal Atención a la Ciudadanía (frente mostrador de atención ao cidadán),SANTIAGO,A CORUÑA,42.8819,-8.5495,Administraciones o instituciones públicas
3178,Concello de Santiago,"Oficina do Servicio de obras e proxectos (primeiro andar, xunto ascensor)",SANTIAGO,A CORUÑA,42.8738,-8.5407,Administraciones o instituciones públicas
3179,Concello de Santiago,Pazo de Raxoi (xunto recepción-planta baixa),SANTIAGO,A CORUÑA,42.8803,-8.5461,Administraciones o instituciones públicas
3180,Concello de Santiago,Oficina Policía Local (recepción - planta 1),SANTIAGO,A CORUÑA,42.8805,-8.5464,Administraciones o instituciones públicas
